OriginalWord,PerturbWord,OriginalLabel,Misclassify,LengthOrig,LengthPert,SentimentOrig,SentimentPert,SyllableOrig,SyllablePert,SubjectivityOrig,SubjectivityPert
thousand,"1,000",Spam,Yes,8,5,0.0,0.0,2,1,0.0,0.0
lottery,casino,Spam,Yes,7,6,0.0,0.0,2,2,0.0,0.0
of,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
now,currently,Spam,Yes,3,9,0.0,0.0,1,3,0.0,0.4
amounting,totaling,Spam,Yes,9,8,0.0,0.0,2,3,0.0,0.0
have,'re,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
deposited,lodged,Spam,Yes,9,6,0.0,0.0,3,1,0.0,0.0
you,y,Spam,Yes,3,1,0.0,0.0,1,1,0.0,0.0
friend,comrade,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
contact,communication,Spam,Yes,7,13,0.0,0.0,2,5,0.0,0.0
international,internationale,Spam,Yes,13,14,0.0,0.0,5,4,0.0,0.0
certified,certificated,Spam,Yes,9,12,0.0,0.0,3,4,0.0,0.0
bank,banker,Spam,Yes,4,6,0.0,0.0,1,1,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
here,there,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
because,cos,Spam,Yes,7,3,0.0,0.0,2,1,0.0,0.0
myself,themselves,Spam,Yes,6,10,0.0,0.0,2,2,0.0,0.0
forwarded,relayed,Spam,Yes,9,7,0.0,0.0,3,2,0.0,0.0
on,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
bank,banker,Spam,Yes,4,6,0.0,0.0,1,1,0.0,0.0
from,to,Spam,No,4,2,0.0,0.0,1,1,0.0,0.0
by,via,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
from,among,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
by,via,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
with,under,Spam,No,4,5,0.0,0.0,1,2,0.0,0.0
now,presently,Spam,No,3,9,0.0,0.0,1,2,0.0,0.0
en,at,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
always,repeatedly,Spam,No,6,10,0.0,0.0,2,4,0.0,0.0
giggled,chuckled,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
at,under,Spam,No,2,5,0.0,0.0,1,2,0.0,0.0
even,again,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
now,currently,Spam,No,3,9,0.0,0.0,1,3,0.0,0.4
at,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
took,brought,Spam,No,4,7,0.0,0.0,1,1,0.0,0.0
6,6:00,Spam,No,1,4,0.0,0.0,1,1,0.0,0.0
months,mths,Spam,No,6,4,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
now,already,Spam,No,3,7,0.0,0.0,1,2,0.0,0.0
is,becomes,Spam,No,2,7,0.0,0.0,1,2,0.0,0.0
bigger,larger,Spam,No,6,6,0.0,0.0,2,2,0.5,0.5
bought,bribed,Spam,No,6,6,0.0,0.0,1,1,0.0,0.0
them,theirs,Spam,No,4,6,0.0,0.0,1,1,0.0,0.0
from,of,Spam,No,4,2,0.0,0.0,1,1,0.0,0.0
giggled,chuckled,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
at,during,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
public,pubic,Spam,No,6,5,0.0,0.0,2,2,0.06666666666666667,0.0
now,currently,Spam,No,3,9,0.0,0.0,1,3,0.0,0.4
at,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
took,came,Spam,No,4,4,0.0,0.0,1,1,0.0,0.0
6,6:00,Spam,No,1,4,0.0,0.0,1,1,0.0,0.0
now,already,Spam,No,3,7,0.0,0.0,1,2,0.0,0.0
bought,bribed,Spam,No,6,6,0.0,0.0,1,1,0.0,0.0
them,theirs,Spam,No,4,6,0.0,0.0,1,1,0.0,0.0
from,among,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
diet,nutrient,Spam,No,4,8,0.0,0.0,2,3,0.0,0.0
conquered,vanquished,Spam,No,9,10,0.0,0.0,2,2,0.0,0.0
weight,emphasis,Spam,No,6,8,0.0,0.0,1,3,0.0,0.0
feeling,printing,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
of,for,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
hundred,200,Spam,No,7,3,0.0,0.0,2,1,0.0,0.0
percent,%,Spam,No,7,1,0.0,0.0,2,0,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
no,no.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
Can,ca,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
easily,conveniently,Spam,No,6,12,0.43333333333333335,0.0,3,4,0.8333333333333334,0.0
be,happen,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
introduced,tabled,Spam,No,10,6,0.0,0.0,3,1,0.0,0.0
into,at,Spam,No,4,2,0.0,0.0,2,1,0.0,0.0
diet,nutrient,Spam,No,4,8,0.0,0.0,2,3,0.0,0.0
plans,regimes,Spam,No,5,7,0.0,0.0,1,1,0.0,0.0
how,why,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
in,at,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
aspiration,suction,Spam,No,10,7,0.0,0.0,4,2,0.0,0.0
for,at,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
feeling,printing,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
customers,patrons,Spam,No,9,7,0.0,0.0,2,2,0.0,0.0
said,stated,Spam,No,4,6,0.0,0.0,1,2,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
wife,woman,Spam,No,4,5,0.0,0.0,1,2,0.0,0.0
diets,systems,Spam,No,5,7,0.0,0.0,2,2,0.0,0.0
for,into,Spam,No,3,4,0.0,0.0,1,2,0.0,0.0
ride,stroll,Spam,No,4,6,0.0,0.0,1,1,0.0,0.0
rendered,provided,Spam,No,8,8,0.0,0.0,2,3,0.0,0.0
service,function,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
68,"6,800",Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
lbs,lbs.,Spam,No,3,4,0.0,0.0,1,1,0.0,0.0
very,quite,Spam,No,4,5,0.2,0.0,1,1,0.3,0.0
sincere,heartfelt,Spam,No,7,9,0.5,0.0,2,2,0.5,1.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
enthusiastic,eager,Spam,No,12,5,0.6,0.0,5,2,0.9,0.0
testimonial,telltale,Spam,No,11,8,0.0,0.0,5,2,0.0,0.0
at,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
3,3.0,Spam,No,1,3,0.0,0.0,1,1,0.0,0.0
by,via,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
version,iteration,Spam,No,7,9,0.0,0.0,2,4,0.0,0.0
you,y,Spam,No,3,1,0.0,0.0,1,1,0.0,0.0
order,goal,Spam,No,5,4,0.0,0.0,2,1,0.0,0.0
directly,immediatly,Spam,No,8,10,0.1,0.0,3,5,0.4,0.0
from,to,Spam,No,4,2,0.0,0.0,1,1,0.0,0.0
prices,fares,Spam,No,6,5,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
same-day,one-day,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
worldwide,holistically,Spam,No,9,12,0.0,0.0,2,4,0.0,0.0
shipping,seafaring,Spam,No,8,9,0.0,0.0,2,3,0.0,0.0
also,additionally,Spam,No,4,12,0.0,0.0,2,5,0.0,0.0
valued,prized,Spam,No,6,6,0.0,0.0,2,1,0.0,0.0
products,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
If,whether,Spam,No,2,7,0.0,0.0,1,1,0.0,0.0
purchase,procure,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
quality,highquality,Spam,No,7,11,0.0,0.0,3,4,0.0,0.0
products,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
at,during,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
really,sincerely,Spam,No,6,9,0.2,0.5,3,3,0.2,0.5
low,slight,Spam,No,3,6,0.0,-0.16666666666666666,1,1,0.3,0.16666666666666666
visit,tour,Spam,No,5,4,0.0,0.0,2,1,0.0,0.0
So,then,Spam,No,2,4,0.0,0.0,1,1,0.0,0.0
great,grand,Spam,No,5,5,0.8,0.5,1,1,0.75,1.0
here,now,Spam,No,4,3,0.0,0.0,1,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
products,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
---,--------,Ham,Yes,3,8,0.0,0.0,0,0,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
me.,you.,Ham,No,3,4,0.0,0.0,1,1,0.0,0.0
contexts,situations,Ham,No,8,10,0.0,0.0,2,4,0.0,0.0
currently,nowadays,Ham,No,9,8,0.0,0.0,3,2,0.4,0.0
have,'re,Ham,No,4,3,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
targets,objectives,Ham,No,7,10,0.0,0.0,2,3,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
now,presently,Ham,No,3,9,0.0,0.0,1,2,0.0,0.0
drops,lows,Ham,No,5,4,0.0,0.0,1,1,0.0,0.0
from,among,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
memory,recollection,Ham,No,6,12,0.0,0.0,3,4,0.0,0.0
fix,mend,Ham,No,3,4,0.0,0.0,1,1,0.0,0.0
likely,conceivably,Ham,No,6,11,0.0,0.1,2,3,1.0,0.3
to,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
all,every,Ham,No,3,5,0.0,0.0,1,2,0.0,0.0
context,perspective,Ham,No,7,11,0.0,0.0,2,3,0.0,0.0
equally,evenly,Ham,No,7,6,0.0,0.0,2,2,0.25,0.0
with,into,Ham,No,4,4,0.0,0.0,1,2,0.0,0.0
1.,1,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
would,ought,Ham,No,5,5,0.0,0.0,1,1,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
would,'ll,Ham,No,5,3,0.0,0.0,1,1,0.0,0.0
I,me,Ham,No,1,2,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
can,may,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
we,ourselves,Ham,No,2,9,0.0,0.0,1,2,0.0,0.0
once,again,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
references,endnotes,Ham,No,10,8,0.0,0.0,3,2,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
context,perspective,Ham,No,7,11,0.0,0.0,2,3,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
Because,cos,Ham,No,7,3,0.0,0.0,2,1,0.0,0.0
we,ourselves,Ham,No,2,9,0.0,0.0,1,2,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
counting,metering,Ham,No,8,8,0.0,0.0,2,3,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
count,comte,Ham,No,5,5,0.0,0.0,1,1,0.0,0.0
ever,forever,Ham,No,4,7,0.0,0.0,2,3,0.0,0.0
and,nor,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
all,every,Ham,No,3,5,0.0,0.0,1,2,0.0,0.0
were,stood,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
context,perspective,Ham,No,7,11,0.0,0.0,2,3,0.0,0.0
ceases,terminates,Ham,No,6,10,0.0,0.0,2,3,0.0,0.0
to,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
very,extremely,Spam,Yes,4,9,0.2,-0.125,1,3,0.3,1.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
music,chanson,Spam,Yes,5,7,0.0,0.0,2,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
fans,admirers,Spam,Yes,4,8,0.0,0.0,1,3,0.0,0.0
around,throughout,Spam,Yes,6,10,0.0,0.0,1,2,0.0,0.0
remaining,pending,Spam,Yes,9,7,0.0,0.0,3,2,0.0,0.0
contestants,candidates,Spam,Yes,11,10,0.0,0.0,3,3,0.0,0.0
music,chanson,Spam,Yes,5,7,0.0,0.0,2,2,0.0,0.0
watching,staring,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
are,'re,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
causing,wreaking,Spam,Yes,7,8,0.0,0.0,2,2,0.0,0.0
world,globe,Spam,Yes,5,5,0.0,0.0,1,1,0.0,0.0
attending,participating,Spam,Yes,9,13,0.0,0.0,3,5,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
stayed,suspended,Spam,Yes,6,9,0.0,0.0,1,3,0.0,0.0
on,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
fantastic,marvellous,Spam,Yes,9,10,0.4,0.0,3,3,0.9,0.0
very,highly,Spam,Yes,4,6,0.2,0.16,1,2,0.3,0.5399999999999999
attending,participating,Spam,Yes,9,13,0.0,0.0,3,5,0.0,0.0
comment,remark,Spam,Yes,7,6,0.0,0.0,2,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
mischievous,malicious,Spam,No,11,9,0.0,0.0,2,3,0.0,0.0
taught,lectured,Spam,No,6,8,0.0,0.0,1,2,0.0,0.0
greater,more,Spam,No,7,4,0.5,0.5,1,1,0.5,0.5
planning,programming,Spam,No,8,11,0.0,0.0,2,3,0.0,0.0
immediate,urgent,Spam,No,9,6,0.0,0.0,4,2,0.0,0.0
taken,introduced,Spam,No,5,10,0.0,0.0,2,3,0.0,0.0
watches,timepieces,Spam,No,7,10,0.0,0.0,2,2,0.0,0.0
now,presently,Spam,No,3,9,0.0,0.0,1,2,0.0,0.0
central,pivotal,Spam,No,7,7,0.0,0.5,2,2,0.25,0.8
understand,consist,Spam,No,10,7,0.0,0.0,3,2,0.0,0.0
occasion,event,Spam,No,8,5,0.0,0.0,3,1,0.0,0.0
spent,disbursed,Spam,No,5,9,-0.1,0.0,1,2,0.1,0.0
melting,merging,Spam,No,7,7,0.0,0.0,2,2,0.0,0.0
available,unavailable,Spam,No,9,11,0.4,0.0,2,3,0.4,0.0
wherever,where,Spam,No,8,5,0.0,0.0,3,1,0.0,0.0
you,y,Spam,No,3,1,0.0,0.0,1,1,0.0,0.0
of,from,Spam,No,2,4,0.0,0.0,1,1,0.0,0.0
about,toward,Spam,No,5,6,0.0,0.0,1,2,0.0,0.0
fascinating,interesting,Spam,No,11,11,0.7,0.5,4,4,0.8500000000000001,0.5
weight,emphasis,Spam,No,6,8,0.0,0.0,1,3,0.0,0.0
no,no.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
other,additional,Spam,No,5,10,-0.125,0.0,2,4,0.375,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
hundred,1000,Spam,No,7,4,0.0,0.0,2,1,0.0,0.0
per,for,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
product,output,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
easily,conveniently,Spam,No,6,12,0.43333333333333335,0.0,3,4,0.8333333333333334,0.0
be,happen,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
integrated,embedded,Spam,No,10,8,0.0,0.0,4,3,0.0,0.0
programme,program,Spam,No,9,7,0.0,0.0,2,2,0.0,0.0
at,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
renew,renovate,Spam,No,5,8,0.0,0.0,2,3,0.0,0.0
in,at,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
striving,struggling,Spam,No,8,10,0.0,0.0,2,2,0.0,0.0
feeling,printing,Spam,No,7,8,0.0,0.0,2,2,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
looking,researching,Spam,No,7,11,0.0,0.0,2,3,0.0,0.0
wife,consort,Spam,No,4,7,0.0,0.0,1,2,0.0,0.0
harassing,pestering,Spam,No,9,9,0.0,0.0,3,3,0.0,0.0
diets,regimes,Spam,No,5,7,0.0,0.0,2,1,0.0,0.0
for,per,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
between,across,Spam,No,7,6,0.0,0.0,2,1,0.0,0.0
us,ourselves,Spam,No,2,9,0.0,0.0,1,2,0.0,0.0
2,2.,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
It,him,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
now,currently,Spam,No,3,9,0.0,0.0,1,3,0.0,0.4
didnt,dont,Spam,No,5,4,0.0,0.0,2,1,0.0,0.0
we,them,Spam,No,2,4,0.0,0.0,1,1,0.0,0.0
said.,was.,Spam,No,5,4,0.0,0.0,1,1,0.0,0.0
at,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
mailing,shipping,Ham,Yes,7,8,0.0,0.0,2,2,0.0,0.0
many,numerous,Spam,No,4,8,0.5,0.0,1,3,0.5,0.5
people,personnes,Spam,No,6,9,0.0,0.0,2,3,0.0,0.0
you,y,Spam,No,3,1,0.0,0.0,1,1,0.0,0.0
diet,nutrient,Spam,No,4,8,0.0,0.0,2,3,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
date,deadline,Spam,No,4,8,0.0,0.0,1,2,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
weight,emphasis,Spam,No,6,8,0.0,0.0,1,3,0.0,0.0
hundred,100,Spam,No,7,3,0.0,0.0,2,1,0.0,0.0
per,for,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
No,no.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
without,unless,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
difficulties,problems,Spam,No,12,8,0.0,0.0,4,2,0.0,0.0
into,under,Spam,No,4,5,0.0,0.0,2,2,0.0,0.0
melting,merging,Spam,No,7,7,0.0,0.0,2,2,0.0,0.0
away,out,Spam,No,4,3,0.0,0.0,1,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
renew,renovate,Spam,No,5,8,0.0,0.0,2,3,0.0,0.0
in,at,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
aspiration,suction,Spam,No,10,7,0.0,0.0,4,2,0.0,0.0
for,into,Spam,No,3,4,0.0,0.0,1,2,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
concerning,involving,Spam,No,10,9,0.0,0.0,3,3,0.0,0.0
wife,woman,Spam,No,4,5,0.0,0.0,1,2,0.0,0.0
diets,regimes,Spam,No,5,7,0.0,0.0,2,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
depriving,dismissing,Spam,No,9,10,0.0,0.0,3,3,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
35,35.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
sixty,eighty,Spam,No,5,6,0.0,0.0,2,1,0.0,0.0
It,him,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
6,6:00,Spam,No,1,4,0.0,0.0,1,1,0.0,0.0
ago,then,Spam,No,3,4,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
more,stronger,Spam,No,4,8,0.5,0.0,1,1,0.5,0.0
letters,letras,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
mailing,shipping,Ham,Yes,7,8,0.0,0.0,2,2,0.0,0.0
life,iife,Spam,No,4,4,0.0,0.0,1,1,0.0,0.0
mighty,strong,Spam,No,6,6,0.4,0.4333333333333333,1,1,0.9,0.7333333333333333
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
fascinating,riveting,Spam,No,11,8,0.7,0.5,4,3,0.8500000000000001,1.0
report,relation,Spam,No,6,8,0.0,0.0,2,3,0.0,0.0
on,onto,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
fascinating,intriguing,Spam,No,11,10,0.7,0.30000000000000004,4,3,0.8500000000000001,0.4
diet,nutrient,Spam,No,4,8,0.0,0.0,2,3,0.0,0.0
product,output,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
other,additional,Spam,No,5,10,-0.125,0.0,2,4,0.375,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
hundred,100,Spam,No,7,3,0.0,0.0,2,1,0.0,0.0
per,for,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
product,output,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
without,unless,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
difficulties,constraints,Spam,No,12,11,0.0,0.0,4,2,0.0,0.0
into,at,Spam,No,4,2,0.0,0.0,2,1,0.0,0.0
diet,nutrient,Spam,No,4,8,0.0,0.0,2,3,0.0,0.0
renew,renovate,Spam,No,5,8,0.0,0.0,2,3,0.0,0.0
in,at,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
aspiration,suction,Spam,No,10,7,0.0,0.0,4,2,0.0,0.0
for,into,Spam,No,3,4,0.0,0.0,1,2,0.0,0.0
regarding,relating,Spam,No,9,8,0.0,0.0,3,3,0.0,0.0
wife,woman,Spam,No,4,5,0.0,0.0,1,2,0.0,0.0
for,at,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
many,numerous,Spam,No,4,8,0.5,0.0,1,3,0.5,0.5
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
had,was,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
us,ourselves,Spam,No,2,9,0.0,0.0,1,2,0.0,0.0
28,29,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
happened,occured,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
until,till,Spam,No,5,4,0.0,0.0,2,1,0.0,0.0
now,currently,Spam,No,3,9,0.0,0.0,1,3,0.0,0.4
didnt,wasnt,Spam,No,5,5,0.0,0.0,2,2,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
we,them,Spam,No,2,4,0.0,0.0,1,1,0.0,0.0
more,bigger,Spam,No,4,6,0.5,0.0,1,2,0.5,0.5
letters,letras,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
at,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
On,for,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
now,here,Ham,No,3,4,0.0,0.0,1,1,0.0,0.0
done,accomplished,Ham,No,4,12,0.0,0.2,1,3,0.0,0.5
she,herself,Ham,No,3,7,0.0,0.0,1,2,0.0,0.0
should,ought,Ham,No,6,5,0.0,0.0,1,1,0.0,0.0
to,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
I,me,Ham,No,1,2,0.0,0.0,1,1,0.0,0.0
she,herself,Ham,No,3,7,0.0,0.0,1,2,0.0,0.0
would,ought,Ham,No,5,5,0.0,0.0,1,1,0.0,0.0
very,quite,Ham,No,4,5,0.2,0.0,1,1,0.3,0.0
likely,probable,Ham,No,6,8,0.0,0.0,2,3,1.0,0.0
on,towards,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
people,humans,Ham,No,6,6,0.0,0.0,2,2,0.0,0.0
to,into,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
draft,text,Ham,No,5,4,0.0,0.0,1,1,0.0,0.0
an,another,Ham,No,2,7,0.0,0.0,1,3,0.0,0.0
Anyone,everybody,Ham,No,6,9,0.0,0.0,2,3,0.0,0.0
have,'re,Ham,No,4,3,0.0,0.0,1,1,0.0,0.0
any,i.e.the,Ham,No,3,7,0.0,0.0,1,1,0.0,0.0
citations,summonses,Ham,No,9,9,0.0,0.0,3,3,0.0,0.0
actually,truly,Ham,No,8,5,0.0,0.0,4,2,0.1,0.0
--,;,Ham,No,2,1,0.0,0.0,0,0,0.0,0.0
spiritual,psychical,Spam,Yes,9,9,0.0,0.0,4,3,0.13333333333333333,0.0
I,me,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
total,entire,Spam,Yes,5,6,0.0,0.0,2,2,0.75,0.625
roland,rolland,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
away,aside,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
have,'re,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
trips,travels,Spam,Yes,5,7,0.0,0.0,1,2,0.0,0.0
were,had,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
successful,positive,Spam,Yes,10,8,0.75,0.22727272727272727,3,3,0.95,0.5454545454545454
master,boss,Spam,Yes,6,4,0.0,0.0,2,1,0.0,0.0
in,throughout,Spam,Yes,2,10,0.0,0.0,1,2,0.0,0.0
planning,scheduling,Spam,Yes,8,10,0.0,0.0,2,3,0.0,0.0
No,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
forged,falsified,Spam,Yes,6,9,0.0,0.0,1,3,0.0,0.0
even,too,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
included,inserted,Spam,Yes,8,8,0.0,0.0,3,3,0.0,0.0
she,herself,Spam,Yes,3,7,0.0,0.0,1,2,0.0,0.0
threatened,endangered,Spam,Yes,10,10,0.0,0.0,2,3,0.0,0.0
passenger,traveller,Spam,Yes,9,9,0.0,0.0,3,2,0.0,0.0
stops,shuts,Spam,Yes,5,5,0.0,0.0,1,1,0.0,0.0
network,lattice,Spam,Yes,7,7,0.0,0.0,2,2,0.0,0.0
homes,hearths,Spam,Yes,5,7,0.0,0.0,1,1,0.0,0.0
churches,iglesias,Spam,Yes,8,8,0.0,0.0,2,2,0.0,0.0
raised,spoken,Spam,Yes,6,6,0.0,0.0,1,2,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
I,me,Ham,Yes,1,2,0.0,0.0,1,1,0.0,0.0
