OriginalWord,PerturbWord,OriginalLabel,Misclassify,LengthOrig,LengthPert,SentimentOrig,SentimentPert,SyllableOrig,SyllablePert,SubjectivityOrig,SubjectivityPert
Dont,cant,Spam,No,4,4,0.0,0.0,1,1,0.0,0.0
enjoy,appreciate,Spam,No,5,10,0.4,0.0,2,4,0.5,0.0
quality,highquality,Spam,No,7,11,0.0,0.0,3,4,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
low,minimal,Spam,No,3,7,0.0,-0.1,1,3,0.3,0.6
prices,costs,Spam,No,6,5,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
express,articulate,Spam,No,7,10,0.0,0.0,2,4,0.0,0.0
millions,milliards,Spam,No,8,9,0.0,0.0,2,2,0.0,0.0
satisfied,gratified,Spam,No,9,9,0.5,0.0,3,3,1.0,0.0
male,macho,Spam,No,4,5,0.0,0.0,1,2,0.1,0.0
customers,users,Spam,No,9,5,0.0,0.0,2,1,0.0,0.0
at,during,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
speaking,talking,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
of,from,Spam,No,2,4,0.0,0.0,1,1,0.0,0.0
Patterns,bosses,Spam,No,8,6,0.0,0.0,2,2,0.0,0.0
same,analogous,Spam,No,4,9,0.0,0.0,1,3,0.125,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
stunningly,amazingly,Spam,No,10,9,0.5,0.6000000000000001,3,3,1.0,0.9
can,ca,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
spend,devote,Spam,No,5,6,0.0,0.0,1,2,0.0,0.0
them,theirs,Spam,No,4,6,0.0,0.0,1,1,0.0,0.0
At,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
co-worker,co-workers,Spam,No,9,10,0.0,0.0,3,3,0.0,0.0
load,payload,Spam,No,4,7,0.0,0.0,1,2,0.0,0.0
into,among,Spam,No,4,5,0.0,0.0,2,1,0.0,0.0
patterns,layouts,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
understanding,comprehending,Spam,No,13,13,0.0,0.0,4,4,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
look,consider,Spam,No,4,8,0.0,0.0,1,3,0.0,0.0
reinvent,invent,Spam,No,8,6,0.0,0.0,2,2,0.0,0.0
wheel,flywheel,Spam,No,5,8,0.0,0.0,1,2,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
pattern,modality,Spam,No,7,8,0.0,0.0,2,3,0.0,0.0
unit,reliance,Ham,No,4,8,0.0,0.0,1,2,0.0,0.0
tests,exams,Ham,No,5,5,0.0,0.0,1,2,0.0,0.0
for,towards,Ham,No,3,7,0.0,0.0,1,2,0.0,0.0
module,blade,Ham,No,6,5,0.0,0.0,2,1,0.0,0.0
executes,runs,Ham,No,8,4,0.0,0.0,3,1,0.0,0.0
configuration,configurator,Ham,No,13,12,0.0,0.0,5,5,0.0,0.0
step,stage,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
already,currently,Ham,No,7,9,0.0,0.0,2,3,0.0,0.4
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
in,onto,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
with,from,Ham,No,4,4,0.0,0.0,1,1,0.0,0.0
as,for,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
latest,newest,Ham,No,6,6,0.5,0.0,2,2,0.9,0.0
reports,relationships,Ham,No,7,13,0.0,0.0,2,4,0.0,0.0
configuration,configure,Ham,No,13,9,0.0,0.0,5,3,0.0,0.0
coverage,insurance,Ham,No,8,9,0.0,0.0,3,3,0.0,0.0
where,wherever,Ham,No,5,8,0.0,0.0,1,3,0.0,0.0
time,duration,Ham,No,4,8,0.0,0.0,1,3,0.0,0.0
available,accessible,Ham,No,9,10,0.4,0.375,2,4,0.4,0.375
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
tests,ordeals,Ham,No,5,7,0.0,0.0,1,2,0.0,0.0
is,becomes,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
You,ya,Ham,No,3,2,0.0,0.0,1,1,0.0,0.0
dummy,fictive,Ham,No,5,7,0.0,0.0,2,2,0.0,0.0
optimizations,enhancements,Ham,No,13,12,0.0,0.0,4,3,0.0,0.0
to,into,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
comment,remark,Ham,No,7,6,0.0,0.0,2,2,0.0,0.0
in,onto,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
part,proportion,Ham,No,4,10,0.0,0.0,1,3,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
Reports,relations,Ham,No,7,9,0.0,0.0,2,3,0.0,0.0
of,in,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
extent,mesure,Ham,No,6,6,0.0,0.0,2,1,0.0,0.0
packages,packs,Ham,No,8,5,0.0,0.0,2,1,0.0,0.0
unit,reliance,Ham,No,4,8,0.0,0.0,1,2,0.0,0.0
tests,ordeals,Ham,No,5,7,0.0,0.0,1,2,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
functionality,capability,Ham,No,13,10,0.0,0.0,5,5,0.0,0.0
executes,runs,Ham,No,8,4,0.0,0.0,3,1,0.0,0.0
configuration,configurator,Ham,No,13,12,0.0,0.0,5,5,0.0,0.0
tests,exams,Ham,No,5,5,0.0,0.0,1,2,0.0,0.0
have,'re,Ham,No,4,3,0.0,0.0,1,1,0.0,0.0
already,currently,Ham,No,7,9,0.0,0.0,2,3,0.0,0.4
been,seen,Ham,No,4,4,0.0,0.0,1,1,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
as,for,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
latest,newest,Ham,No,6,6,0.5,0.0,2,2,0.9,0.0
reports,relationships,Ham,No,7,13,0.0,0.0,2,4,0.0,0.0
of,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
configuration,configurator,Ham,No,13,12,0.0,0.0,5,5,0.0,0.0
tools,instruments,Ham,No,5,11,0.0,0.0,1,3,0.0,0.0
coverage,insurance,Ham,No,8,9,0.0,0.0,3,3,0.0,0.0
to,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
where,wherever,Ham,No,5,8,0.0,0.0,1,3,0.0,0.0
time,duration,Ham,No,4,8,0.0,0.0,1,3,0.0,0.0
available,disposable,Ham,No,9,10,0.4,0.0,2,3,0.4,0.0
for,towards,Ham,No,3,7,0.0,0.0,1,2,0.0,0.0
tests,exams,Ham,No,5,5,0.0,0.0,1,2,0.0,0.0
is,becomes,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
You,y,Ham,No,3,1,0.0,0.0,1,1,0.0,0.0
have,'re,Ham,No,4,3,0.0,0.0,1,1,0.0,0.0
response,riposte,Ham,No,8,7,0.0,0.0,2,2,0.0,0.0
comment,observer,Ham,No,7,8,0.0,0.0,2,3,0.0,0.0
in,throughout,Ham,No,2,10,0.0,0.0,1,2,0.0,0.0
unit,unity,Ham,No,4,5,0.0,0.0,1,2,0.0,0.0
answers,reactions,Ham,No,7,9,0.0,0.0,2,3,0.0,0.0
compiler,compilation,Ham,No,8,11,0.0,0.0,3,4,0.0,0.0
is,becomes,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
should,ought,Ham,No,6,5,0.0,0.0,1,1,0.0,0.0
are,remain,Ham,No,3,6,0.0,0.0,1,2,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
extent,mesure,Ham,No,6,6,0.0,0.0,2,1,0.0,0.0
directory,inventory,Ham,No,9,9,0.0,0.0,4,4,0.0,0.0
in,onto,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
found,uncovered,Ham,No,5,9,0.0,0.0,1,3,0.0,0.0
2007,2007.,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
for,per,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
at,during,Ham,Yes,2,6,0.0,0.0,1,2,0.0,0.0
to,from,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
e-mail,e-mailing,Ham,Yes,6,9,0.0,0.0,1,2,0.0,0.0
possibility,eventuality,Ham,Yes,11,11,0.0,0.0,5,5,0.0,0.0
command,commando,Ham,Yes,7,8,0.0,0.0,2,3,0.0,0.0
as,because,Ham,Yes,2,7,0.0,0.0,1,2,0.0,0.0
actually,truly,Ham,Yes,8,5,0.0,0.0,4,2,0.1,0.0
to,from,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
mail,mailroom,Ham,Yes,4,8,0.0,0.0,1,2,0.0,0.0
at,during,Ham,Yes,2,6,0.0,0.0,1,2,0.0,0.0
fog,smoke,Ham,Yes,3,5,0.0,0.0,1,1,0.0,0.0
with,among,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
High,big,Ham,Yes,4,3,0.16,0.0,1,1,0.5399999999999999,0.1
You,ya,Ham,Yes,3,2,0.0,0.0,1,1,0.0,0.0
are,remain,Ham,Yes,3,6,0.0,0.0,1,2,0.0,0.0
subscribed,concurred,Ham,Yes,10,9,0.0,0.0,2,2,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
with,from,Ham,Yes,4,4,0.0,0.0,1,1,0.0,0.0
visit,consult,Ham,Yes,5,7,0.0,0.0,2,2,0.0,0.0
page,homepage,Ham,Yes,4,8,0.0,0.0,1,2,0.0,0.0
e-mail,e-mailing,Ham,Yes,6,9,0.0,0.0,1,2,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
We,ourselves,Ham,Yes,2,9,0.0,0.0,1,2,0.0,0.0
welcome,congratulate,Ham,Yes,7,12,0.8,0.0,2,4,0.9,0.0
all,each,Ham,Yes,3,4,0.0,0.0,1,1,0.0,0.0
and,nor,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
385,385.00,Ham,Yes,3,6,0.0,0.0,1,1,0.0,0.0
&,and,Ham,Yes,1,3,0.0,0.0,0,1,0.0,0.0
3,4,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
by,via,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
version,text,Spam,Yes,7,4,0.0,0.0,2,1,0.0,0.0
version,iteration,Spam,Yes,7,9,0.0,0.0,2,4,0.0,0.0
on,during,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
packing,bagging,Spam,Yes,7,7,0.0,0.0,2,2,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
for,at,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
lowest,slightest,Spam,Yes,6,9,0.0,0.0,2,2,0.0,0.0
directly,immediately,Spam,Yes,8,11,0.1,0.0,3,5,0.4,0.0
discounts,reductions,Spam,Yes,9,10,0.0,0.0,2,3,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
special,especial,Spam,Yes,7,8,0.35714285714285715,0.0,2,3,0.5714285714285714,0.0
for,into,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
2,2.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
----,---,Spam,Yes,4,3,0.0,0.0,0,0,0.0,0.0
2,2.00,Spam,Yes,1,4,0.0,0.0,1,1,0.0,0.0
7,07,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
----,-------,Spam,Yes,4,7,0.0,0.0,0,0,0.0,0.0
----,-------,Spam,Yes,4,7,0.0,0.0,0,0,0.0,0.0
neighborhoods,parishes,Spam,Yes,13,8,0.0,0.0,3,2,0.0,0.0
pressure,pression,Spam,Yes,8,8,0.0,0.0,2,2,0.0,0.0
parents,progenitors,Spam,Yes,7,11,0.0,0.0,2,4,0.0,0.0
just,exclusively,Spam,Yes,4,11,0.0,0.0,1,4,0.0,0.0
living,residing,Spam,Yes,6,8,0.0,0.0,2,3,0.0,0.0
children,kiddies,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
children,kiddies,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
play,gameplay,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
3-year-old,5-year-old,Spam,Yes,10,10,0.0,0.0,1,1,0.0,0.0
many,large,Spam,Yes,4,5,0.5,0.21428571428571427,1,1,0.5,0.42857142857142855
parents,progenitors,Spam,Yes,7,11,0.0,0.0,2,4,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
old-fashioned,old-style,Spam,Yes,13,9,0.0,0.0,3,2,0.0,0.0
load,payload,Spam,Yes,4,7,0.0,0.0,1,2,0.0,0.0
have,'re,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
it,y,Spam,Yes,2,1,0.0,0.0,1,1,0.0,0.0
it,y,Spam,Yes,2,1,0.0,0.0,1,1,0.0,0.0
pediatrician,paediatrician,Spam,Yes,12,13,0.0,0.0,5,5,0.0,0.0
kids,kiddies,Spam,Yes,4,7,0.0,0.0,1,2,0.0,0.0
her,his,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
mornings,afternoons,Spam,Yes,8,10,0.0,0.0,2,3,0.0,0.0
load,payload,Spam,Yes,4,7,0.0,0.0,1,2,0.0,0.0
son,filho,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
inadequate,insufficient,Spam,Yes,10,12,0.0,0.0,4,4,0.0,0.0
Ultimately,definitively,Spam,Yes,10,12,0.0,0.0,4,3,1.0,0.0
right,ok,Spam,Yes,5,2,0.2857142857142857,0.5,1,1,0.5357142857142857,0.5
absolutely,altogether,Spam,Yes,10,10,0.2,0.0,4,4,0.9,0.0
unique,unrepeatable,Spam,Yes,6,12,0.375,0.0,1,4,1.0,0.0
note,footnote,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
how,why,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
fast,quick,Spam,Yes,4,5,0.2,0.3333333333333333,1,1,0.6,0.5
on,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
chatting,drooling,Spam,Yes,8,8,0.0,0.0,2,2,0.0,0.0
on,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
highly,eminently,Spam,Yes,6,9,0.16,0.0,2,4,0.5399999999999999,0.0
satisfied,persuaded,Spam,Yes,9,9,0.5,0.0,3,3,1.0,0.0
I,me,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
achieved,accomplished,Spam,Yes,8,12,0.0,0.2,1,3,0.0,0.5
from,to,Spam,Yes,4,2,0.0,0.0,1,1,0.0,0.0
stuff,contraption,Spam,Yes,5,11,0.0,0.0,1,3,0.0,0.0
9,21.00,Spam,Yes,1,5,0.0,0.0,1,1,0.0,0.0
asking,requiring,Spam,Yes,6,9,0.0,0.0,2,3,0.0,0.0
regular,usual,Spam,Yes,7,5,0.0,-0.25,3,2,0.07692307692307693,0.25
more,bigger,Spam,Yes,4,6,0.5,0.0,1,2,0.5,0.5
product,output,Spam,Yes,7,6,0.0,0.0,2,2,0.0,0.0
---,------,Ham,Yes,3,6,0.0,0.0,0,0,0.0,0.0
3,3.0,Spam,Yes,1,3,0.0,0.0,1,1,0.0,0.0
by,via,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
version,iteration,Spam,Yes,7,9,0.0,0.0,2,4,0.0,0.0
version,iteration,Spam,Yes,7,9,0.0,0.0,2,4,0.0,0.0
on,during,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
lowest,slightest,Spam,Yes,6,9,0.0,0.0,2,2,0.0,0.0
for,onto,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
discounts,reductions,Spam,Yes,9,10,0.0,0.0,2,3,0.0,0.0
special,especial,Spam,Yes,7,8,0.35714285714285715,0.0,2,3,0.5714285714285714,0.0
for,into,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
----,---,Spam,Yes,4,3,0.0,0.0,0,0,0.0,0.0
2,2.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
----,-----,Spam,Yes,4,5,0.0,0.0,0,0,0.0,0.0
items,subjects,Spam,Yes,5,8,0.0,0.0,1,2,0.0,0.0
2,2.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
----,-----,Spam,Yes,4,5,0.0,0.0,0,0,0.0,0.0
----,-------,Spam,Yes,4,7,0.0,0.0,0,0,0.0,0.0
----,-------,Spam,Yes,4,7,0.0,0.0,0,0,0.0,0.0
she,he,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
If,whether,Spam,Yes,2,7,0.0,0.0,1,1,0.0,0.0
was,stood,Spam,Yes,3,5,0.0,0.0,1,1,0.0,0.0
couldnt,shouldnt,Spam,Yes,7,8,0.0,0.0,2,2,0.0,0.0
her,his,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
3,3.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
management,manager,Spam,Yes,10,7,0.0,0.0,3,3,0.0,0.0
has,is,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
already,previously,Spam,Yes,7,10,0.0,-0.16666666666666666,2,4,0.0,0.16666666666666666
increase,broaden,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
report,rapport,Spam,Yes,6,7,0.0,0.0,2,2,0.0,0.0
2007,2007.,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
blew,farted,Spam,Yes,4,6,0.0,0.0,1,2,0.0,0.0
employee,clerk,Spam,Yes,8,5,0.0,0.0,3,1,0.0,0.0
attention,interest,Spam,Yes,9,8,0.0,0.0,3,3,0.0,0.0
blogged,googled,Spam,Yes,7,7,0.0,0.0,1,1,0.0,0.0
should,would,Spam,Yes,6,5,0.0,0.0,1,1,0.0,0.0
paying,giving,Spam,Yes,6,6,0.0,0.0,2,2,0.0,0.0
by,at,Spam,Yes,2,2,0.0,0.0,1,1,0.0,0.0
performance,implementation,Spam,Yes,11,14,0.0,0.0,3,5,0.0,0.0
trying,endeavouring,Spam,Yes,6,12,0.0,0.0,2,4,0.0,0.0
he,himself,Spam,Yes,2,7,0.0,0.0,1,2,0.0,0.0
ignorant,unaware,Spam,Yes,8,7,0.0,0.0,3,2,0.0,0.5
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
laughed,grinned,Spam,Yes,7,7,0.7,0.0,1,1,0.2,0.0
him,himself,Spam,Yes,3,7,0.0,0.0,1,2,0.0,0.0
school,education,Spam,Yes,6,9,0.0,0.0,1,4,0.0,0.0
If,unless,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
school,tuition,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
ordered,commanded,Spam,Yes,7,9,0.0,0.0,2,3,0.0,0.0
them,theirs,Spam,Yes,4,6,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
from,against,Spam,Yes,4,7,0.0,0.0,1,1,0.0,0.0
again,even,Spam,Yes,5,4,0.0,0.0,1,1,0.0,0.0
interest,importance,Spam,Yes,8,10,0.0,0.0,3,3,0.0,0.0
payment,entitlement,Spam,Yes,7,11,0.0,0.0,2,4,0.0,0.0
for,onto,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
again,still,Spam,Yes,5,5,0.0,0.0,1,1,0.0,0.0
graduates,grads,Spam,Yes,9,5,0.0,0.0,3,1,0.0,0.0
qualified,trained,Spam,Yes,9,7,0.0,0.0,3,1,0.0,0.0
doctors,medics,Spam,Yes,7,6,0.0,0.0,2,1,0.0,0.0
graduated,phased,Spam,Yes,9,6,0.0,0.0,4,1,0.0,0.0
attained,reached,Spam,Yes,8,7,0.0,0.0,2,1,0.0,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
can,ca,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
country,state,Spam,Yes,7,5,0.0,0.0,2,1,0.0,0.0
lets,allows,Spam,Yes,4,6,0.0,0.0,1,2,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
reduce,downsize,Spam,Yes,6,8,0.0,0.0,2,2,0.0,0.0
15,1500,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
80,80.0,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
maker,constructor,Spam,Yes,5,11,0.0,0.0,2,3,0.0,0.0
who,whoever,Spam,Yes,3,7,0.0,0.0,1,3,0.0,0.0
too,overly,Spam,Yes,3,6,0.0,0.0,1,2,0.0,0.0
through,during,Spam,Yes,7,6,0.0,0.0,1,2,0.0,0.0
into,under,Spam,Yes,4,5,0.0,0.0,2,2,0.0,0.0
room,courtroom,Spam,Yes,4,9,0.0,0.0,1,2,0.0,0.0
isnt,doesnt,Spam,No,4,6,0.0,0.0,2,2,0.0,0.0
unnecessary,unhelpful,Spam,No,11,9,-0.4,0.0,4,3,0.9,0.0
natural,inherent,Spam,No,7,8,0.1,0.0,3,3,0.4,0.0
you,doyou,Spam,No,3,5,0.0,0.0,1,2,0.0,0.0
By,for,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
radical,drastic,Spam,No,7,7,0.0,0.0,3,2,0.0,0.0
remedy,repair,Spam,No,6,6,0.0,0.0,3,2,0.0,0.0
yourself,thyself,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
with,among,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
diets,regimes,Spam,No,5,7,0.0,0.0,2,1,0.0,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
combines,integrates,Spam,No,8,10,0.0,0.0,2,3,0.0,0.0
unparalleled,unrivalled,Spam,No,12,10,0.0,0.0,4,3,0.0,0.0
natural,natual,Spam,No,7,6,0.1,0.0,3,3,0.4,0.0
medical,clinical,Spam,No,7,8,0.0,0.0,3,3,0.0,0.0
characteristics,specifics,Spam,No,15,9,0.0,0.0,5,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
outcomes,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
of,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
more,bigger,Spam,No,4,6,0.5,0.0,1,2,0.5,0.5
it,him,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
side,shoulder,Spam,No,4,8,0.0,0.0,1,2,0.0,0.0
health,heath,Spam,No,6,5,0.0,0.0,1,1,0.0,0.0
life,iife,Spam,No,4,4,0.0,0.0,1,1,0.0,0.0
at,under,Ham,Yes,2,5,0.0,0.0,1,2,0.0,0.0
05:20,05:16,Ham,Yes,5,5,0.0,0.0,1,1,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
You,ya,Ham,Yes,3,2,0.0,0.0,1,1,0.0,0.0
subscribed,concurred,Ham,Yes,10,9,0.0,0.0,2,2,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
information,info,Ham,Yes,11,4,0.0,0.0,4,2,0.0,0.0
with,among,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
page,procter,Ham,Yes,4,7,0.0,0.0,1,2,0.0,0.0
e-mail,e-mails,Ham,Yes,6,7,0.0,0.0,1,1,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
We,ourselves,Ham,Yes,2,9,0.0,0.0,1,2,0.0,0.0
385,385.00,Ham,Yes,3,6,0.0,0.0,1,1,0.0,0.0
Terms,conditions,Ham,Yes,5,10,0.0,0.0,1,3,0.0,0.0
&,and,Ham,Yes,1,3,0.0,0.0,0,1,0.0,0.0
cheap,inexpensive,Spam,No,5,11,0.4,0.0,1,4,0.7,0.0
high,big,Spam,No,4,3,0.16,0.0,1,1,0.5399999999999999,0.1
quality,highquality,Spam,No,7,11,0.0,0.0,3,4,0.0,0.0
products,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
a,another,Spam,No,1,7,0.0,0.0,1,3,0.0,0.0
reliable,unreliable,Spam,No,8,10,0.0,0.0,3,4,0.0,0.0
at,during,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
incredibly,extraordinarily,Spam,No,10,15,0.9,0.3333333333333333,4,6,0.9,1.0
low,minimal,Spam,No,3,7,0.0,-0.1,1,3,0.3,0.6
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
cheap,inexpensive,Spam,No,5,11,0.4,0.0,1,4,0.7,0.0
and,nor,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
drugs,medicaments,Spam,No,5,11,0.0,0.0,1,2,0.0,0.0
in,onto,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
fast,quick,Spam,No,4,5,0.2,0.3333333333333333,1,1,0.6,0.5
with,among,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
mouse,murine,Spam,No,5,6,0.0,0.0,1,1,0.0,0.0
sex,sexuality,Spam,No,3,9,0.0,0.0,1,5,0.0,0.0
sometimes,occasionally,Spam,No,9,12,0.0,0.0,2,5,0.0,0.125
referred,referenced,Spam,No,8,10,0.0,0.0,2,3,0.0,0.0
for,throughout,Spam,No,3,10,0.0,0.0,1,2,0.0,0.0
active,dynamic,Spam,No,6,7,-0.13333333333333333,0.0,2,3,0.6,0.16666666666666666
male,macho,Spam,No,4,5,0.0,0.0,1,2,0.1,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
erection,installation,Spam,No,8,12,0.0,0.0,2,4,0.0,0.0
very,hugely,Spam,No,4,6,0.2,0.4000000000000001,1,2,0.3,0.9
source,provenance,Spam,No,6,10,0.0,0.0,1,2,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
or,nor,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
available,accessible,Spam,No,9,10,0.4,0.375,2,4,0.4,0.375
can,could,Spam,No,3,5,0.0,0.0,1,1,0.0,0.0
benefits,perks,Spam,No,8,5,0.0,0.0,3,1,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
achieve,realize,Spam,No,7,7,0.0,0.0,1,3,0.0,0.0
